"name","plataform","metascore","metascore_reviews","metascore_norm","metascore_cat","release","genre","genero_principal","exclusivo","tipo_score"
"Mages of Mystralia","PlayStation 4",73,7,7.3,"MEDIO",2017-08-22,"Action Adventure/General/Linear","Action Adventure",1,"metascore"
"Minecraft: Story Mode - Episode 3: The Last Place You Look","PlayStation 4",73,7,7.3,"MEDIO",2015-11-24,"Action Adventure/Adventure/General/Point-and-Click/Linear","Action Adventure",0,"metascore"
"Strange Brigade","PlayStation 4",73,36,7.3,"MEDIO",2018-08-28,"Action/Shooter/Third-Person/Arcade","Action",0,"metascore"
"Destiny 2: Shadowkeep","PlayStation 4",73,27,7.3,"MEDIO",2019-10-01,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"Surviving Mars","PlayStation 4",73,17,7.3,"MEDIO",2018-03-15,"Strategy/Management/Government","Strategy",0,"metascore"
"LEGO Batman 3: Beyond Gotham","PlayStation 4",73,43,7.3,"MEDIO",2014-11-11,"Action Adventure/General/Modern","Action Adventure",0,"metascore"
"LEGO Marvel Super Heroes 2","PlayStation 4",73,61,7.3,"MEDIO",2017-11-14,"Action/Platformer/3D","Action",0,"metascore"
"NBA 2K Playgrounds 2","PlayStation 4",73,29,7.3,"MEDIO",2018-10-16,"Sports/Team/Basketball/Arcade","Sports",0,"metascore"
"Eagle Flight","PlayStation 4",73,36,7.3,"MEDIO",2016-11-08,"Action/Simulation/Flight/General/Combat","Action",1,"metascore"
"Game of Thrones: Episode Four - Sons of Winter","PlayStation 4",73,15,7.3,"MEDIO",2015-05-26,"Action/Adventure/General/Point-and-Click","Action",0,"metascore"
"Demon Gaze II","PlayStation 4",73,17,7.3,"MEDIO",2017-11-14,"Role-Playing/Western-Style","Role-Playing",1,"metascore"
"WWE 2K16","PlayStation 4",73,47,7.3,"MEDIO",2015-10-27,"Action/Sports/General/Individual/Combat/Wrestling","Action",0,"metascore"
"Aven Colony","PlayStation 4",73,16,7.3,"MEDIO",2017-07-25,"Strategy/Management/Government","Strategy",0,"metascore"
"Samurai Warriors 4-II","PlayStation 4",73,26,7.3,"MEDIO",2015-09-29,"Action/Beat-'Em-Up/3D","Action",1,"metascore"
"Warhammer: End Times - Vermintide","PlayStation 4",73,13,7.3,"MEDIO",2016-10-04,"Action/Shooter/First-Person/Tactical","Action",0,"metascore"
"The Surge","PlayStation 4",73,57,7.3,"MEDIO",2017-05-16,"Role-Playing/Action RPG","Role-Playing",0,"metascore"
"Assetto Corsa","PlayStation 4",73,35,7.3,"MEDIO",2016-08-30,"Racing/Simulation/Automobile","Racing",0,"metascore"
"Yesterday Origins","PlayStation 4",73,18,7.3,"MEDIO",2016-11-17,"Adventure/Point-and-Click","Adventure",1,"metascore"
"Star Ocean: First Departure R","PlayStation 4",73,26,7.3,"MEDIO",2019-12-05,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Raiden V: Director's Cut","PlayStation 4",73,14,7.3,"MEDIO",2017-10-10,"Action/Shooter/Shoot-'Em-Up/Vertical","Action",1,"metascore"
"Nidhogg 2","PlayStation 4",73,24,7.3,"MEDIO",2017-09-15,"Action/General","Action",1,"metascore"
"ClaDun Returns: This is Sengoku!","PlayStation 4",73,12,7.3,"MEDIO",2017-06-06,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"inFamous: First Light","PlayStation 4",73,70,7.3,"MEDIO",2014-08-26,"Action Adventure/Sci-Fi/Open-World","Action Adventure",1,"metascore"
"LEGO Harry Potter Collection","PlayStation 4",73,17,7.3,"MEDIO",2016-10-18,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"Creed: Rise to Glory","PlayStation 4",73,9,7.3,"MEDIO",2018-09-25,"Sports/Individual/Combat/Boxing / Martial Arts","Sports",1,"metascore"
"Immortal Redneck","PlayStation 4",73,9,7.3,"MEDIO",2018-02-27,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"Star Wars Battlefront","PlayStation 4",73,59,7.3,"MEDIO",2015-11-17,"General/General/Action/Shooter/First-Person/Tactical","General",0,"metascore"
"Wizard of Legend","PlayStation 4",73,8,7.3,"MEDIO",2018-05-15,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Digimon Story Cyber Sleuth: Hacker's Memory","PlayStation 4",73,39,7.3,"MEDIO",2018-01-19,"Role-Playing/Japanese-Style","Role-Playing",1,"metascore"
"Tom Clancy's Rainbow Six Siege","PlayStation 4",73,40,7.3,"MEDIO",2015-12-01,"Modern/Action/Shooter/First-Person/Tactical","Modern",0,"metascore"
"Sparklite","PlayStation 4",72,17,7.2,"MEDIO",2019-11-14,"Action Adventure/General","Action Adventure",0,"metascore"
"Styx: Shards of Darkness","PlayStation 4",72,31,7.2,"MEDIO",2017-03-14,"Action Adventure/General","Action Adventure",0,"metascore"
"Persona 5: Dancing in Starlight","PlayStation 4",72,28,7.2,"MEDIO",2018-12-04,"Action/Rhythm/Music","Action",1,"metascore"
"Headmaster","PlayStation 4",72,22,7.2,"MEDIO",2016-10-13,"Sports/Team/Soccer/Arcade","Sports",1,"metascore"
"Destiny: House of Wolves","PlayStation 4",72,31,7.2,"MEDIO",2015-05-19,"Action/Shooter/First-Person/Arcade","Action",1,"metascore"
"Beyond: Two Souls","PlayStation 4",72,30,7.2,"MEDIO",2015-11-24,"Adventure/3D/Third-Person","Adventure",1,"metascore"
"Broken Sword 5: The Serpent's Curse","PlayStation 4",72,14,7.2,"MEDIO",2015-09-08,"Adventure/General","Adventure",0,"metascore"
"Hatoful Boyfriend","PlayStation 4",72,19,7.2,"MEDIO",2015-07-21,"General/Adventure/Visual Novel","General",1,"metascore"
"Tricky Towers","PlayStation 4",72,20,7.2,"MEDIO",2016-08-02,"Puzzle/Stacking","Puzzle",1,"metascore"
"Final Fantasy Type-0 HD","PlayStation 4",72,77,7.2,"MEDIO",2015-03-17,"Role-Playing/Action RPG","Role-Playing",0,"metascore"
"CastleStorm: Virtual Reality","PlayStation 4",72,11,7.2,"MEDIO",2017-08-01,"Strategy/Real-Time/Defense","Strategy",1,"metascore"
"Monster Energy Supercross - The Official Videogame 2","PlayStation 4",72,20,7.2,"MEDIO",2019-02-05,"Racing/Arcade/Automobile","Racing",0,"metascore"
"Wayward Sky","PlayStation 4",72,16,7.2,"MEDIO",2016-10-10,"Action/General","Action",1,"metascore"
"Cars 3: Driven to Win","PlayStation 4",72,19,7.2,"MEDIO",2017-06-13,"Racing/Arcade/Automobile","Racing",0,"metascore"
"Tales of Zestiria","PlayStation 4",72,59,7.2,"MEDIO",2015-10-20,"Role-Playing/Action RPG/Japanese-Style","Role-Playing",1,"metascore"
"The Blackout Club","PlayStation 4",72,14,7.2,"MEDIO",2019-07-30,"Action Adventure/Survival","Action Adventure",0,"metascore"
"Team Sonic Racing","PlayStation 4",72,76,7.2,"MEDIO",2019-05-21,"Racing/Arcade/Automobile","Racing",0,"metascore"
"88 Heroes","PlayStation 4",72,8,7.2,"MEDIO",2017-03-24,"Action/Platformer/2D","Action",1,"metascore"
"Just Dance 2015","PlayStation 4",72,8,7.2,"MEDIO",2014-10-21,"Action/Miscellaneous/Rhythm/Dancing","Action",0,"metascore"
"Need for Speed Heat","PlayStation 4",72,61,7.2,"MEDIO",2019-11-08,"Racing/Arcade/Automobile","Racing",0,"metascore"
"Shadows: Awakening","PlayStation 4",72,14,7.2,"MEDIO",2018-09-04,"Action/General","Action",1,"metascore"
"Killzone: Shadow Fall - Intercept","PlayStation 4",72,23,7.2,"MEDIO",2014-06-24,"Action/Shooter/First-Person/Sci-Fi/Arcade","Action",1,"metascore"
"Assassin's Creed III Remastered","PlayStation 4",72,31,7.2,"MEDIO",2019-03-29,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Matterfall","PlayStation 4",72,57,7.2,"MEDIO",2017-08-15,"Action/Platformer/Shooter/Third-Person/2D/Arcade","Action",1,"metascore"
"GreedFall","PlayStation 4",72,37,7.2,"MEDIO",2019-09-10,"Role-Playing/Action RPG","Role-Playing",0,"metascore"
"Dark Devotion","PlayStation 4",72,7,7.2,"MEDIO",2019-10-24,"Action Adventure/General","Action Adventure",1,"metascore"
"NBA Live 18","PlayStation 4",72,24,7.2,"MEDIO",2017-09-15,"Sports/Team/Basketball/Sim","Sports",0,"metascore"
"The Adventure Pals","PlayStation 4",72,9,7.2,"MEDIO",2018-04-03,"Action/Platformer/2D","Action",0,"metascore"
"Let It Die","PlayStation 4",72,38,7.2,"MEDIO",2016-12-03,"Action/Role-Playing/General/Action RPG","Action",1,"metascore"
"PixelJunk Monsters 2","PlayStation 4",72,10,7.2,"MEDIO",2018-05-18,"Strategy/Real-Time/Defense","Strategy",1,"metascore"
"Assassin's Creed: The Ezio Collection","PlayStation 4",72,33,7.2,"MEDIO",2016-11-15,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"Dragon Ball: Xenoverse 2","PlayStation 4",72,57,7.2,"MEDIO",2016-10-25,"Action/Fighting/3D","Action",0,"metascore"
"Jotun: Valhalla Edition","PlayStation 4",72,19,7.2,"MEDIO",2016-09-09,"Action/General","Action",0,"metascore"
"Alone With You","PlayStation 4",72,18,7.2,"MEDIO",2016-08-23,"Adventure/General","Adventure",1,"metascore"
"LEGO The Hobbit","PlayStation 4",72,47,7.2,"MEDIO",2014-04-08,"Historic/Action Adventure/General/Fantasy","Historic",0,"metascore"
"The Raven Remastered","PlayStation 4",72,10,7.2,"MEDIO",2018-03-13,"Adventure/Point-and-Click","Adventure",1,"metascore"
"Tiny Trax","PlayStation 4",72,13,7.2,"MEDIO",2017-07-25,"Racing/Arcade/Futuristic","Racing",1,"metascore"
"Psycho-Pass: Mandatory Happiness","PlayStation 4",72,26,7.2,"MEDIO",2016-09-13,"Adventure/Visual Novel","Adventure",1,"metascore"
"UEFA EURO 2016","PlayStation 4",72,7,7.2,"MEDIO",2016-04-21,"Sports/Team/Soccer/Sim","Sports",1,"metascore"
"Minecraft: Story Mode - Episode 5: Order Up!","PlayStation 4",72,9,7.2,"MEDIO",2016-03-29,"Action Adventure/Adventure/Point-and-Click/Linear","Action Adventure",1,"metascore"
"Just Cause 3: Sky Fortress","PlayStation 4",72,7,7.2,"MEDIO",2016-03-15,"Action Adventure/Open-World","Action Adventure",1,"metascore"
"Apex Construct","PlayStation 4",72,21,7.2,"MEDIO",2018-02-20,"Action/Shooter/Light Gun","Action",1,"metascore"
"Valley","PlayStation 4",72,15,7.2,"MEDIO",2016-08-23,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue","PlayStation 4",72,29,7.2,"MEDIO",2017-04-18,"Action/Adventure/General/3D/Third-Person","Action",0,"metascore"
"Patapon","PlayStation 4",72,29,7.2,"MEDIO",2017-08-01,"Action/Rhythm/Music","Action",1,"metascore"
"Destiny: Rise of Iron","PlayStation 4",72,66,7.2,"MEDIO",2016-09-20,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"Blood Bowl 2","PlayStation 4",72,18,7.2,"MEDIO",2015-09-22,"Sports/General/Team/Football/Arcade","Sports",0,"metascore"
"Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin'","PlayStation 4",72,10,7.2,"MEDIO",2017-11-07,"Action/Adventure/General/3D/Third-Person","Action",1,"metascore"
"Warriors Orochi 4","PlayStation 4",72,27,7.2,"MEDIO",2018-10-16,"Action/Beat-'Em-Up/3D","Action",0,"metascore"
"They Are Billions","PlayStation 4",72,19,7.2,"MEDIO",2019-07-01,"Strategy/Real-Time/Defense","Strategy",0,"metascore"
"Disc Jam","PlayStation 4",72,9,7.2,"MEDIO",2017-03-07,"Sports/Team/Futuristic","Sports",1,"metascore"
"Borderlands 2 VR","PlayStation 4",72,34,7.2,"MEDIO",2018-12-14,"Action/Shooter/First-Person/Arcade","Action",1,"metascore"
"Fist of the North Star: Lost Paradise","PlayStation 4",72,44,7.2,"MEDIO",2018-10-02,"Action/Role-Playing/General/Action RPG","Action",1,"metascore"
"Megaton Rainfall","PlayStation 4",72,28,7.2,"MEDIO",2017-10-17,"Action/General","Action",1,"metascore"
"Rogue Aces","PlayStation 4",72,11,7.2,"MEDIO",2018-04-12,"Action/Shooter/Shoot-'Em-Up/Horizontal","Action",1,"metascore"
"Serial Cleaner","PlayStation 4",72,22,7.2,"MEDIO",2017-07-11,"Action/Action Adventure/General/Linear","Action",0,"metascore"
"Until Dawn: Rush of Blood","PlayStation 4",72,51,7.2,"MEDIO",2016-10-13,"Action/Shooter/Rail","Action",1,"metascore"
"Star Ocean 4: The Last Hope - 4K & Full HD Remaster","PlayStation 4",72,22,7.2,"MEDIO",2017-11-28,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Minecraft: Story Mode - Episode 4: A Block and a Hard Place","PlayStation 4",72,8,7.2,"MEDIO",2015-12-22,"Action Adventure/Adventure/Point-and-Click/Linear","Action Adventure",0,"metascore"
"Dead or Alive 6","PlayStation 4",72,71,7.2,"MEDIO",2019-03-01,"Action/Fighting/3D","Action",0,"metascore"
"The Deadly Tower of Monsters","PlayStation 4",72,17,7.2,"MEDIO",2016-01-19,"General/Action Adventure/Linear","General",1,"metascore"
"Earth Defense Force 5","PlayStation 4",72,43,7.2,"MEDIO",2018-12-11,"Action/Shooter/Third-Person/Arcade","Action",1,"metascore"
"Republique","PlayStation 4",72,35,7.2,"MEDIO",2016-03-22,"Action Adventure/Linear","Action Adventure",1,"metascore"
"Darksiders II: Deathinitive Edition","PlayStation 4",72,28,7.2,"MEDIO",2015-10-30,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Assassin's Creed Syndicate: Jack the Ripper","PlayStation 4",72,11,7.2,"MEDIO",2015-12-15,"Action Adventure/Open-World","Action Adventure",1,"metascore"
"Shadow Warrior 2","PlayStation 4",72,10,7.2,"MEDIO",2017-05-19,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"SIMULACRA","PlayStation 4",72,8,7.2,"MEDIO",2019-12-03,"Simulation/Virtual/Virtual Life","Simulation",1,"metascore"
"PlayerUnknown's Battlegrounds","PlayStation 4",72,29,7.2,"MEDIO",2018-12-07,"Action/Shooter/First-Person/Tactical","Action",0,"metascore"
"Magicka 2","PlayStation 4",72,18,7.2,"MEDIO",2015-05-26,"Fantasy/Action Adventure/General","Fantasy",1,"metascore"
"Marvel vs. Capcom: Infinite","PlayStation 4",72,73,7.2,"MEDIO",2017-09-19,"Action/Fighting/2D","Action",0,"metascore"
"MouseCraft","PlayStation 4",72,12,7.2,"MEDIO",2014-07-08,"Miscellaneous/Puzzle/Action/General","Miscellaneous",1,"metascore"
"Zanki Zero: Last Beginning","PlayStation 4",72,26,7.2,"MEDIO",2019-04-09,"Role-Playing/General","Role-Playing",1,"metascore"
"Dead Rising 4: Frank's Big Package","PlayStation 4",72,40,7.2,"MEDIO",2017-12-05,"Action Adventure/Open-World","Action Adventure",1,"metascore"
"Death's Gambit","PlayStation 4",72,31,7.2,"MEDIO",2018-08-14,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Wattam","PlayStation 4",72,33,7.2,"MEDIO",2019-12-17,"Action/Action Adventure/Adventure/General/3D/Linear/Third-Person","Action",1,"metascore"
"Kitty Powers' Matchmaker","PlayStation 4",72,8,7.2,"MEDIO",2017-02-07,"Action/General","Action",1,"metascore"
"Tembo the Badass Elephant","PlayStation 4",72,32,7.2,"MEDIO",2015-07-21,"Action Adventure/General","Action Adventure",0,"metascore"
"Metal Gear Solid V: Metal Gear Online","PlayStation 4",72,8,7.2,"MEDIO",2015-10-06,"Action Adventure/Open-World","Action Adventure",1,"metascore"
"Mordheim: City of the Damned","PlayStation 4",72,9,7.2,"MEDIO",2016-10-18,"Strategy/Turn-Based/General/Tactics","Strategy",1,"metascore"
"Dead Rising Triple Pack","PlayStation 4",71,20,7.1,"MEDIO",2016-09-13,"Action Adventure","Action Adventure",1,"metascore"
"Capcom Beat 'Em Up Bundle","PlayStation 4",71,16,7.1,"MEDIO",2018-09-18,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"Assassin's Creed IV: Black Flag - Freedom Cry","PlayStation 4",71,11,7.1,"MEDIO",2013-12-18,"Action Adventure/Historic/Open-World","Action Adventure",0,"metascore"
"World of Final Fantasy Maxima","PlayStation 4",71,10,7.1,"MEDIO",2018-11-06,"Role-Playing/Japanese-Style","Role-Playing",0,"metascore"
"Bound","PlayStation 4",71,62,7.1,"MEDIO",2016-08-16,"Action/Platformer/3D","Action",1,"metascore"
"Steep","PlayStation 4",71,62,7.1,"MEDIO",2016-12-02,"Sports/Individual/Ski / Snowboard","Sports",0,"metascore"
"God's Trigger","PlayStation 4",71,15,7.1,"MEDIO",2019-04-18,"Action/Action Adventure/Shooter/Linear/Shoot-'Em-Up/Top-Down","Action",0,"metascore"
"Job Simulator","PlayStation 4",71,21,7.1,"MEDIO",2016-10-13,"Action/General/Simulation/Virtual/Career","Action",1,"metascore"
"Payday 2: Crimewave Edition","PlayStation 4",71,30,7.1,"MEDIO",2015-06-16,"Action/Shooter/First-Person/General/Fantasy/Arcade","Action",0,"metascore"
"RIDE 3","PlayStation 4",71,27,7.1,"MEDIO",2018-11-30,"Racing/Simulation/Automobile","Racing",0,"metascore"
"Deponia","PlayStation 4",71,9,7.1,"MEDIO",2016-12-01,"Adventure/General","Adventure",1,"metascore"
"Penarium","PlayStation 4",71,8,7.1,"MEDIO",2015-09-22,"Action/General/Platformer/2D","Action",1,"metascore"
"Mega Man Legacy Collection 2","PlayStation 4",71,39,7.1,"MEDIO",2017-08-08,"Miscellaneous/Compilation","Miscellaneous",1,"metascore"
"Call of Duty: WWII - The Resistance","PlayStation 4",71,14,7.1,"MEDIO",2018-01-30,"Action/Shooter/First-Person/Arcade","Action",1,"metascore"
"Loot Rascals","PlayStation 4",71,19,7.1,"MEDIO",2017-03-07,"Action Adventure/General","Action Adventure",1,"metascore"
"Zone of the Enders: The 2nd Runner MARS","PlayStation 4",71,38,7.1,"MEDIO",2018-09-04,"Simulation/Vehicle/Combat","Simulation",1,"metascore"
"Megadimension Neptunia VII","PlayStation 4",71,23,7.1,"MEDIO",2016-02-02,"Role-Playing/Japanese-Style","Role-Playing",1,"metascore"
"Disney Infinity 2.0 Edition","PlayStation 4",71,46,7.1,"MEDIO",2014-09-23,"Action Adventure/General/Fantasy","Action Adventure",0,"metascore"
"DOOM VFR","PlayStation 4",71,48,7.1,"MEDIO",2017-12-01,"Action/Shooter/First-Person/Light Gun/Arcade","Action",1,"metascore"
"Blackwood Crossing","PlayStation 4",71,19,7.1,"MEDIO",2017-04-04,"Adventure/General","Adventure",0,"metascore"
"Far Cry New Dawn","PlayStation 4",71,70,7.1,"MEDIO",2019-02-15,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"Days Gone","PlayStation 4",71,109,7.1,"MEDIO",2019-04-26,"Action Adventure/Open-World","Action Adventure",1,"metascore"
"Hitman - Episode 4: Bangkok","PlayStation 4",71,22,7.1,"MEDIO",2016-08-16,"Action Adventure/General","Action Adventure",1,"metascore"
"Kona","PlayStation 4",71,22,7.1,"MEDIO",2017-03-23,"Action Adventure/Adventure/General/3D/First-Person","Action Adventure",1,"metascore"
"Leisure Suit Larry: Wet Dreams Don't Dry","PlayStation 4",71,7,7.1,"MEDIO",2019-06-19,"Adventure/Point-and-Click","Adventure",1,"metascore"
"Runbow","PlayStation 4",71,7,7.1,"MEDIO",2018-07-03,"Action/Platformer/2D","Action",1,"metascore"
"The Escapists","PlayStation 4",71,21,7.1,"MEDIO",2015-06-02,"Action/General","Action",0,"metascore"
"Mantis Burn Racing","PlayStation 4",71,7,7.1,"MEDIO",2016-10-12,"Racing/Arcade/Automobile","Racing",0,"metascore"
"Fenix Furia","PlayStation 4",71,8,7.1,"MEDIO",2016-06-07,"Action/Platformer/2D","Action",1,"metascore"
"LEGO Marvel's Avengers","PlayStation 4",71,70,7.1,"MEDIO",2016-01-26,"Action Adventure/General","Action Adventure",0,"metascore"
"Death end re;Quest","PlayStation 4",71,29,7.1,"MEDIO",2019-02-19,"Role-Playing/Japanese-Style","Role-Playing",1,"metascore"
"Ultra Street Fighter IV","PlayStation 4",71,28,7.1,"MEDIO",2015-05-26,"Action/Fighting/2D","Action",1,"metascore"
"Aragami","PlayStation 4",71,30,7.1,"MEDIO",2016-10-10,"Action Adventure/General","Action Adventure",1,"metascore"
"GRIP: Combat Racing","PlayStation 4",71,20,7.1,"MEDIO",2018-11-06,"Racing/Arcade/Automobile","Racing",0,"metascore"
"Farpoint","PlayStation 4",71,62,7.1,"MEDIO",2017-05-16,"Action/Shooter/First-Person/Arcade","Action",1,"metascore"
"Melbits World","PlayStation 4",71,11,7.1,"MEDIO",2019-02-05,"Puzzle/Action","Puzzle",1,"metascore"
"Romancing SaGa 2","PlayStation 4",71,10,7.1,"MEDIO",2017-12-15,"Role-Playing/Japanese-Style","Role-Playing",0,"metascore"
"Resident Evil 7: biohazard - Not a Hero","PlayStation 4",71,10,7.1,"MEDIO",2017-12-12,"Action Adventure/Survival","Action Adventure",1,"metascore"
"Tachyon Project","PlayStation 4",71,10,7.1,"MEDIO",2016-01-19,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",0,"metascore"
"Get Even","PlayStation 4",71,36,7.1,"MEDIO",2017-06-23,"Modern/Action/Shooter/First-Person/Arcade","Modern",0,"metascore"
"God Eater 3","PlayStation 4",71,60,7.1,"MEDIO",2019-02-08,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Driveclub","PlayStation 4",71,85,7.1,"MEDIO",2014-10-07,"GT / Street/Driving/Racing/Simulation/GT / Street/Automobile","GT",1,"metascore"
"Sebastien Loeb Rally Evo","PlayStation 4",71,28,7.1,"MEDIO",2016-01-29,"Racing/General","Racing",0,"metascore"
"Transference","PlayStation 4",71,41,7.1,"MEDIO",2018-09-18,"Adventure/3D/First-Person","Adventure",0,"metascore"
"Cyberdimension Neptunia: 4 Goddesses Online","PlayStation 4",71,12,7.1,"MEDIO",2017-10-10,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Dark Souls III: Ashes of Ariandel","PlayStation 4",71,26,7.1,"MEDIO",2016-10-25,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Uno","PlayStation 4",71,11,7.1,"MEDIO",2016-08-16,"Miscellaneous/Board / Card Game","Miscellaneous",0,"metascore"
"Assassin's Creed Rogue Remastered","PlayStation 4",71,31,7.1,"MEDIO",2018-03-20,"Action Adventure/Open-World","Action Adventure",0,"metascore"
