"name","plataform","userscore","userscore_reviews","userscore_cat","release","genre","genero_principal","exclusivo","tipo_score"
"LEGO Batman 3: Beyond Gotham","PlayStation 4",7,115,"MEDIO",2014-11-11,"Action Adventure/General/Modern","Action Adventure",0,"userscore"
"LEGO Marvel Super Heroes 2","PlayStation 4",7.1,59,"MEDIO",2017-11-14,"Action/Platformer/3D","Action",0,"userscore"
"NBA 2K Playgrounds 2","PlayStation 4",5.4,38,"MEDIO",2018-10-16,"Sports/Team/Basketball/Arcade","Sports",0,"userscore"
"Eagle Flight","PlayStation 4",6.8,47,"MEDIO",2016-11-08,"Action/Simulation/Flight/General/Combat","Action",1,"userscore"
"Game of Thrones: Episode Four - Sons of Winter","PlayStation 4",7,47,"MEDIO",2015-05-26,"Action/Adventure/General/Point-and-Click","Action",0,"userscore"
"Demon Gaze II","PlayStation 4",6.6,16,"MEDIO",2017-11-14,"Role-Playing/Western-Style","Role-Playing",1,"userscore"
"WWE 2K16","PlayStation 4",7.2,262,"MEDIO",2015-10-27,"Action/Sports/General/Individual/Combat/Wrestling","Action",0,"userscore"
"Aven Colony","PlayStation 4",7.2,18,"MEDIO",2017-07-25,"Strategy/Management/Government","Strategy",0,"userscore"
"Samurai Warriors 4-II","PlayStation 4",7,36,"MEDIO",2015-09-29,"Action/Beat-'Em-Up/3D","Action",1,"userscore"
"Warhammer: End Times - Vermintide","PlayStation 4",6.1,29,"MEDIO",2016-10-04,"Action/Shooter/First-Person/Tactical","Action",0,"userscore"
"The Surge","PlayStation 4",6.6,306,"MEDIO",2017-05-16,"Role-Playing/Action RPG","Role-Playing",0,"userscore"
"Assetto Corsa","PlayStation 4",6,103,"MEDIO",2016-08-30,"Racing/Simulation/Automobile","Racing",0,"userscore"
"Yesterday Origins","PlayStation 4",6.2,33,"MEDIO",2016-11-17,"Adventure/Point-and-Click","Adventure",1,"userscore"
"Star Ocean: First Departure R","PlayStation 4",6.4,20,"MEDIO",2019-12-05,"Role-Playing/Action RPG","Role-Playing",1,"userscore"
"Raiden V: Director's Cut","PlayStation 4",6.9,13,"MEDIO",2017-10-10,"Action/Shooter/Shoot-'Em-Up/Vertical","Action",1,"userscore"
"Nidhogg 2","PlayStation 4",5.9,18,"MEDIO",2017-09-15,"Action/General","Action",1,"userscore"
"ClaDun Returns: This is Sengoku!","PlayStation 4",6.1,8,"MEDIO",2017-06-06,"Role-Playing/Action RPG","Role-Playing",1,"userscore"
"inFamous: First Light","PlayStation 4",7.4,780,"MEDIO",2014-08-26,"Action Adventure/Sci-Fi/Open-World","Action Adventure",1,"userscore"
"LEGO Harry Potter Collection","PlayStation 4",7.4,51,"MEDIO",2016-10-18,"Miscellaneous/Compilation","Miscellaneous",0,"userscore"
"Creed: Rise to Glory","PlayStation 4",6.4,31,"MEDIO",2018-09-25,"Sports/Individual/Combat/Boxing / Martial Arts","Sports",1,"userscore"
"Immortal Redneck","PlayStation 4",6.4,10,"MEDIO",2018-02-27,"Action/Shooter/First-Person/Arcade","Action",0,"userscore"
"Star Wars Battlefront","PlayStation 4",5,2570,"MEDIO",2015-11-17,"General/General/Action/Shooter/First-Person/Tactical","General",0,"userscore"
"Wizard of Legend","PlayStation 4",7.2,19,"MEDIO",2018-05-15,"Role-Playing/Action RPG","Role-Playing",1,"userscore"
"Digimon Story Cyber Sleuth: Hacker's Memory","PlayStation 4",7.4,120,"MEDIO",2018-01-19,"Role-Playing/Japanese-Style","Role-Playing",1,"userscore"
"Tom Clancy's Rainbow Six Siege","PlayStation 4",7.3,973,"MEDIO",2015-12-01,"Modern/Action/Shooter/First-Person/Tactical","Modern",0,"userscore"
"Sparklite","PlayStation 4",5.7,15,"MEDIO",2019-11-14,"Action Adventure/General","Action Adventure",0,"userscore"
"Styx: Shards of Darkness","PlayStation 4",7.2,60,"MEDIO",2017-03-14,"Action Adventure/General","Action Adventure",0,"userscore"
"Persona 5: Dancing in Starlight","PlayStation 4",5.8,106,"MEDIO",2018-12-04,"Action/Rhythm/Music","Action",1,"userscore"
"Headmaster","PlayStation 4",7.4,43,"MEDIO",2016-10-13,"Sports/Team/Soccer/Arcade","Sports",1,"userscore"
"Destiny: House of Wolves","PlayStation 4",4.2,237,"BAIXO",2015-05-19,"Action/Shooter/First-Person/Arcade","Action",1,"userscore"
"Beyond: Two Souls","PlayStation 4",7.9,1027,"ALTO",2015-11-24,"Adventure/3D/Third-Person","Adventure",1,"userscore"
"Broken Sword 5: The Serpent's Curse","PlayStation 4",7,50,"MEDIO",2015-09-08,"Adventure/General","Adventure",0,"userscore"
"Hatoful Boyfriend","PlayStation 4",6.1,32,"MEDIO",2015-07-21,"General/Adventure/Visual Novel","General",1,"userscore"
"Tricky Towers","PlayStation 4",7,88,"MEDIO",2016-08-02,"Puzzle/Stacking","Puzzle",1,"userscore"
"Final Fantasy Type-0 HD","PlayStation 4",7.5,625,"ALTO",2015-03-17,"Role-Playing/Action RPG","Role-Playing",0,"userscore"
"CastleStorm: Virtual Reality","PlayStation 4",3.8,6,"BAIXO",2017-08-01,"Strategy/Real-Time/Defense","Strategy",1,"userscore"
"Monster Energy Supercross - The Official Videogame 2","PlayStation 4",5.2,19,"MEDIO",2019-02-05,"Racing/Arcade/Automobile","Racing",0,"userscore"
"Wayward Sky","PlayStation 4",6.9,22,"MEDIO",2016-10-10,"Action/General","Action",1,"userscore"
"Cars 3: Driven to Win","PlayStation 4",6.6,34,"MEDIO",2017-06-13,"Racing/Arcade/Automobile","Racing",0,"userscore"
"Tales of Zestiria","PlayStation 4",7.3,375,"MEDIO",2015-10-20,"Role-Playing/Action RPG/Japanese-Style","Role-Playing",1,"userscore"
"The Blackout Club","PlayStation 4",6.6,17,"MEDIO",2019-07-30,"Action Adventure/Survival","Action Adventure",0,"userscore"
"Team Sonic Racing","PlayStation 4",7.5,195,"ALTO",2019-05-21,"Racing/Arcade/Automobile","Racing",0,"userscore"
"88 Heroes","PlayStation 4",5.8,5,"MEDIO",2017-03-24,"Action/Platformer/2D","Action",1,"userscore"
"Just Dance 2015","PlayStation 4",5.9,34,"MEDIO",2014-10-21,"Action/Miscellaneous/Rhythm/Dancing","Action",0,"userscore"
"Need for Speed Heat","PlayStation 4",6.1,757,"MEDIO",2019-11-08,"Racing/Arcade/Automobile","Racing",0,"userscore"
"Shadows: Awakening","PlayStation 4",5.9,14,"MEDIO",2018-09-04,"Action/General","Action",1,"userscore"
"Killzone: Shadow Fall - Intercept","PlayStation 4",6.7,74,"MEDIO",2014-06-24,"Action/Shooter/First-Person/Sci-Fi/Arcade","Action",1,"userscore"
"Assassin's Creed III Remastered","PlayStation 4",4.7,147,"BAIXO",2019-03-29,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Matterfall","PlayStation 4",7.3,40,"MEDIO",2017-08-15,"Action/Platformer/Shooter/Third-Person/2D/Arcade","Action",1,"userscore"
"GreedFall","PlayStation 4",7.8,377,"ALTO",2019-09-10,"Role-Playing/Action RPG","Role-Playing",0,"userscore"
"Dark Devotion","PlayStation 4",5.8,9,"MEDIO",2019-10-24,"Action Adventure/General","Action Adventure",1,"userscore"
"NBA Live 18","PlayStation 4",5.9,118,"MEDIO",2017-09-15,"Sports/Team/Basketball/Sim","Sports",0,"userscore"
"The Adventure Pals","PlayStation 4",6.2,17,"MEDIO",2018-04-03,"Action/Platformer/2D","Action",0,"userscore"
"Let It Die","PlayStation 4",7.1,247,"MEDIO",2016-12-03,"Action/Role-Playing/General/Action RPG","Action",1,"userscore"
"PixelJunk Monsters 2","PlayStation 4",6.8,25,"MEDIO",2018-05-18,"Strategy/Real-Time/Defense","Strategy",1,"userscore"
"Assassin's Creed: The Ezio Collection","PlayStation 4",8,251,"ALTO",2016-11-15,"Miscellaneous/Compilation","Miscellaneous",0,"userscore"
"Dragon Ball: Xenoverse 2","PlayStation 4",7.4,237,"MEDIO",2016-10-25,"Action/Fighting/3D","Action",0,"userscore"
"Jotun: Valhalla Edition","PlayStation 4",6.8,14,"MEDIO",2016-09-09,"Action/General","Action",0,"userscore"
"Alone With You","PlayStation 4",6.8,13,"MEDIO",2016-08-23,"Adventure/General","Adventure",1,"userscore"
"LEGO The Hobbit","PlayStation 4",6.6,110,"MEDIO",2014-04-08,"Historic/Action Adventure/General/Fantasy","Historic",0,"userscore"
"The Raven Remastered","PlayStation 4",5.4,16,"MEDIO",2018-03-13,"Adventure/Point-and-Click","Adventure",1,"userscore"
"Tiny Trax","PlayStation 4",5.6,7,"MEDIO",2017-07-25,"Racing/Arcade/Futuristic","Racing",1,"userscore"
"Psycho-Pass: Mandatory Happiness","PlayStation 4",6.5,33,"MEDIO",2016-09-13,"Adventure/Visual Novel","Adventure",1,"userscore"
"UEFA EURO 2016","PlayStation 4",6,12,"MEDIO",2016-04-21,"Sports/Team/Soccer/Sim","Sports",1,"userscore"
"Minecraft: Story Mode - Episode 5: Order Up!","PlayStation 4",7,20,"MEDIO",2016-03-29,"Action Adventure/Adventure/Point-and-Click/Linear","Action Adventure",1,"userscore"
"Just Cause 3: Sky Fortress","PlayStation 4",6.2,18,"MEDIO",2016-03-15,"Action Adventure/Open-World","Action Adventure",1,"userscore"
"Apex Construct","PlayStation 4",6.5,26,"MEDIO",2018-02-20,"Action/Shooter/Light Gun","Action",1,"userscore"
"Valley","PlayStation 4",7.4,39,"MEDIO",2016-08-23,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue","PlayStation 4",5.7,52,"MEDIO",2017-04-18,"Action/Adventure/General/3D/Third-Person","Action",0,"userscore"
"Patapon","PlayStation 4",6.2,38,"MEDIO",2017-08-01,"Action/Rhythm/Music","Action",1,"userscore"
"Destiny: Rise of Iron","PlayStation 4",4.8,288,"BAIXO",2016-09-20,"Action/Shooter/First-Person/Arcade","Action",0,"userscore"
"Blood Bowl 2","PlayStation 4",6.9,47,"MEDIO",2015-09-22,"Sports/General/Team/Football/Arcade","Sports",0,"userscore"
"Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin'","PlayStation 4",6.1,14,"MEDIO",2017-11-07,"Action/Adventure/General/3D/Third-Person","Action",1,"userscore"
"Warriors Orochi 4","PlayStation 4",7.4,36,"MEDIO",2018-10-16,"Action/Beat-'Em-Up/3D","Action",0,"userscore"
"They Are Billions","PlayStation 4",5.3,15,"MEDIO",2019-07-01,"Strategy/Real-Time/Defense","Strategy",0,"userscore"
"Disc Jam","PlayStation 4",6.3,86,"MEDIO",2017-03-07,"Sports/Team/Futuristic","Sports",1,"userscore"
"Borderlands 2 VR","PlayStation 4",7.3,64,"MEDIO",2018-12-14,"Action/Shooter/First-Person/Arcade","Action",1,"userscore"
"Fist of the North Star: Lost Paradise","PlayStation 4",7.8,109,"ALTO",2018-10-02,"Action/Role-Playing/General/Action RPG","Action",1,"userscore"
"Megaton Rainfall","PlayStation 4",6.5,27,"MEDIO",2017-10-17,"Action/General","Action",1,"userscore"
"Rogue Aces","PlayStation 4",4.6,19,"BAIXO",2018-04-12,"Action/Shooter/Shoot-'Em-Up/Horizontal","Action",1,"userscore"
"Serial Cleaner","PlayStation 4",7.1,21,"MEDIO",2017-07-11,"Action/Action Adventure/General/Linear","Action",0,"userscore"
"Until Dawn: Rush of Blood","PlayStation 4",7.8,197,"ALTO",2016-10-13,"Action/Shooter/Rail","Action",1,"userscore"
"Star Ocean 4: The Last Hope - 4K & Full HD Remaster","PlayStation 4",7.1,35,"MEDIO",2017-11-28,"Role-Playing/Action RPG","Role-Playing",1,"userscore"
"Minecraft: Story Mode - Episode 4: A Block and a Hard Place","PlayStation 4",6.3,21,"MEDIO",2015-12-22,"Action Adventure/Adventure/Point-and-Click/Linear","Action Adventure",0,"userscore"
"Dead or Alive 6","PlayStation 4",5.3,316,"MEDIO",2019-03-01,"Action/Fighting/3D","Action",0,"userscore"
"The Deadly Tower of Monsters","PlayStation 4",7,95,"MEDIO",2016-01-19,"General/Action Adventure/Linear","General",1,"userscore"
"Earth Defense Force 5","PlayStation 4",7.6,32,"ALTO",2018-12-11,"Action/Shooter/Third-Person/Arcade","Action",1,"userscore"
"Republique","PlayStation 4",5.7,39,"MEDIO",2016-03-22,"Action Adventure/Linear","Action Adventure",1,"userscore"
"Darksiders II: Deathinitive Edition","PlayStation 4",7.3,215,"MEDIO",2015-10-30,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Assassin's Creed Syndicate: Jack the Ripper","PlayStation 4",7,66,"MEDIO",2015-12-15,"Action Adventure/Open-World","Action Adventure",1,"userscore"
"Shadow Warrior 2","PlayStation 4",7.2,73,"MEDIO",2017-05-19,"Action/Shooter/First-Person/Arcade","Action",0,"userscore"
"SIMULACRA","PlayStation 4",3.3,12,"BAIXO",2019-12-03,"Simulation/Virtual/Virtual Life","Simulation",1,"userscore"
"PlayerUnknown's Battlegrounds","PlayStation 4",3.1,159,"BAIXO",2018-12-07,"Action/Shooter/First-Person/Tactical","Action",0,"userscore"
"Magicka 2","PlayStation 4",6.3,95,"MEDIO",2015-05-26,"Fantasy/Action Adventure/General","Fantasy",1,"userscore"
"Marvel vs. Capcom: Infinite","PlayStation 4",4.6,244,"BAIXO",2017-09-19,"Action/Fighting/2D","Action",0,"userscore"
"MouseCraft","PlayStation 4",5.7,47,"MEDIO",2014-07-08,"Miscellaneous/Puzzle/Action/General","Miscellaneous",1,"userscore"
"Zanki Zero: Last Beginning","PlayStation 4",5.9,33,"MEDIO",2019-04-09,"Role-Playing/General","Role-Playing",1,"userscore"
"Dead Rising 4: Frank's Big Package","PlayStation 4",5.9,63,"MEDIO",2017-12-05,"Action Adventure/Open-World","Action Adventure",1,"userscore"
"Death's Gambit","PlayStation 4",7.1,71,"MEDIO",2018-08-14,"Role-Playing/Action RPG","Role-Playing",1,"userscore"
"Wattam","PlayStation 4",6.5,39,"MEDIO",2019-12-17,"Action/Action Adventure/Adventure/General/3D/Linear/Third-Person","Action",1,"userscore"
"Kitty Powers' Matchmaker","PlayStation 4",6.3,4,"MEDIO",2017-02-07,"Action/General","Action",1,"userscore"
"Tembo the Badass Elephant","PlayStation 4",6.9,55,"MEDIO",2015-07-21,"Action Adventure/General","Action Adventure",0,"userscore"
"Metal Gear Solid V: Metal Gear Online","PlayStation 4",7,80,"MEDIO",2015-10-06,"Action Adventure/Open-World","Action Adventure",1,"userscore"
"Mordheim: City of the Damned","PlayStation 4",6.4,17,"MEDIO",2016-10-18,"Strategy/Turn-Based/General/Tactics","Strategy",1,"userscore"
"Dead Rising Triple Pack","PlayStation 4",6.7,6,"MEDIO",2016-09-13,"Action Adventure","Action Adventure",1,"userscore"
"Capcom Beat 'Em Up Bundle","PlayStation 4",5.5,12,"MEDIO",2018-09-18,"Miscellaneous/Compilation","Miscellaneous",0,"userscore"
"Assassin's Creed IV: Black Flag - Freedom Cry","PlayStation 4",6.4,223,"MEDIO",2013-12-18,"Action Adventure/Historic/Open-World","Action Adventure",0,"userscore"
"World of Final Fantasy Maxima","PlayStation 4",6.9,14,"MEDIO",2018-11-06,"Role-Playing/Japanese-Style","Role-Playing",0,"userscore"
"Bound","PlayStation 4",7,139,"MEDIO",2016-08-16,"Action/Platformer/3D","Action",1,"userscore"
"Steep","PlayStation 4",6.4,271,"MEDIO",2016-12-02,"Sports/Individual/Ski / Snowboard","Sports",0,"userscore"
"God's Trigger","PlayStation 4",7.5,33,"ALTO",2019-04-18,"Action/Action Adventure/Shooter/Linear/Shoot-'Em-Up/Top-Down","Action",0,"userscore"
"Job Simulator","PlayStation 4",7.3,60,"MEDIO",2016-10-13,"Action/General/Simulation/Virtual/Career","Action",1,"userscore"
"Payday 2: Crimewave Edition","PlayStation 4",4.2,135,"BAIXO",2015-06-16,"Action/Shooter/First-Person/General/Fantasy/Arcade","Action",0,"userscore"
"RIDE 3","PlayStation 4",6.2,58,"MEDIO",2018-11-30,"Racing/Simulation/Automobile","Racing",0,"userscore"
"Deponia","PlayStation 4",6.8,19,"MEDIO",2016-12-01,"Adventure/General","Adventure",1,"userscore"
"Penarium","PlayStation 4",6.2,6,"MEDIO",2015-09-22,"Action/General/Platformer/2D","Action",1,"userscore"
"Mega Man Legacy Collection 2","PlayStation 4",8.5,70,"ALTO",2017-08-08,"Miscellaneous/Compilation","Miscellaneous",1,"userscore"
"Call of Duty: WWII - The Resistance","PlayStation 4",2.8,22,"BAIXO",2018-01-30,"Action/Shooter/First-Person/Arcade","Action",1,"userscore"
"Loot Rascals","PlayStation 4",5.4,5,"MEDIO",2017-03-07,"Action Adventure/General","Action Adventure",1,"userscore"
"Zone of the Enders: The 2nd Runner MARS","PlayStation 4",7.7,38,"ALTO",2018-09-04,"Simulation/Vehicle/Combat","Simulation",1,"userscore"
"Megadimension Neptunia VII","PlayStation 4",7.2,147,"MEDIO",2016-02-02,"Role-Playing/Japanese-Style","Role-Playing",1,"userscore"
"Disney Infinity 2.0 Edition","PlayStation 4",5.5,43,"MEDIO",2014-09-23,"Action Adventure/General/Fantasy","Action Adventure",0,"userscore"
"DOOM VFR","PlayStation 4",7.5,126,"ALTO",2017-12-01,"Action/Shooter/First-Person/Light Gun/Arcade","Action",1,"userscore"
"Blackwood Crossing","PlayStation 4",6.8,30,"MEDIO",2017-04-04,"Adventure/General","Adventure",0,"userscore"
"Far Cry New Dawn","PlayStation 4",4.2,584,"BAIXO",2019-02-15,"Action/Shooter/First-Person/Arcade","Action",0,"userscore"
"Days Gone","PlayStation 4",8.2,7101,"ALTO",2019-04-26,"Action Adventure/Open-World","Action Adventure",1,"userscore"
"Hitman - Episode 4: Bangkok","PlayStation 4",7,46,"MEDIO",2016-08-16,"Action Adventure/General","Action Adventure",1,"userscore"
"Kona","PlayStation 4",7.2,41,"MEDIO",2017-03-23,"Action Adventure/Adventure/General/3D/First-Person","Action Adventure",1,"userscore"
"Leisure Suit Larry: Wet Dreams Don't Dry","PlayStation 4",6.9,21,"MEDIO",2019-06-19,"Adventure/Point-and-Click","Adventure",1,"userscore"
"Runbow","PlayStation 4",4.7,6,"BAIXO",2018-07-03,"Action/Platformer/2D","Action",1,"userscore"
"The Escapists","PlayStation 4",6.2,33,"MEDIO",2015-06-02,"Action/General","Action",0,"userscore"
"Mantis Burn Racing","PlayStation 4",6.9,27,"MEDIO",2016-10-12,"Racing/Arcade/Automobile","Racing",0,"userscore"
"Fenix Furia","PlayStation 4",5,4,"MEDIO",2016-06-07,"Action/Platformer/2D","Action",1,"userscore"
"LEGO Marvel's Avengers","PlayStation 4",7.1,127,"MEDIO",2016-01-26,"Action Adventure/General","Action Adventure",0,"userscore"
"Death end re;Quest","PlayStation 4",7.9,54,"ALTO",2019-02-19,"Role-Playing/Japanese-Style","Role-Playing",1,"userscore"
"Ultra Street Fighter IV","PlayStation 4",6.3,117,"MEDIO",2015-05-26,"Action/Fighting/2D","Action",1,"userscore"
"Aragami","PlayStation 4",7.1,45,"MEDIO",2016-10-10,"Action Adventure/General","Action Adventure",1,"userscore"
"GRIP: Combat Racing","PlayStation 4",5.3,18,"MEDIO",2018-11-06,"Racing/Arcade/Automobile","Racing",0,"userscore"
"Farpoint","PlayStation 4",8.1,244,"ALTO",2017-05-16,"Action/Shooter/First-Person/Arcade","Action",1,"userscore"
"Melbits World","PlayStation 4",6.6,28,"MEDIO",2019-02-05,"Puzzle/Action","Puzzle",1,"userscore"
"Romancing SaGa 2","PlayStation 4",7,8,"MEDIO",2017-12-15,"Role-Playing/Japanese-Style","Role-Playing",0,"userscore"
"Resident Evil 7: biohazard - Not a Hero","PlayStation 4",7.5,75,"ALTO",2017-12-12,"Action Adventure/Survival","Action Adventure",1,"userscore"
"Tachyon Project","PlayStation 4",6,6,"MEDIO",2016-01-19,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",0,"userscore"
"Get Even","PlayStation 4",7.3,87,"MEDIO",2017-06-23,"Modern/Action/Shooter/First-Person/Arcade","Modern",0,"userscore"
"God Eater 3","PlayStation 4",7.4,60,"MEDIO",2019-02-08,"Role-Playing/Action RPG","Role-Playing",1,"userscore"
"Driveclub","PlayStation 4",6.3,1744,"MEDIO",2014-10-07,"GT / Street/Driving/Racing/Simulation/GT / Street/Automobile","GT",1,"userscore"
"Sebastien Loeb Rally Evo","PlayStation 4",7.4,93,"MEDIO",2016-01-29,"Racing/General","Racing",0,"userscore"
"Transference","PlayStation 4",5.7,23,"MEDIO",2018-09-18,"Adventure/3D/First-Person","Adventure",0,"userscore"
"Cyberdimension Neptunia: 4 Goddesses Online","PlayStation 4",6.8,41,"MEDIO",2017-10-10,"Role-Playing/Action RPG","Role-Playing",1,"userscore"
"Dark Souls III: Ashes of Ariandel","PlayStation 4",7.4,192,"MEDIO",2016-10-25,"Role-Playing/Action RPG","Role-Playing",1,"userscore"
"Uno","PlayStation 4",6.4,28,"MEDIO",2016-08-16,"Miscellaneous/Board / Card Game","Miscellaneous",0,"userscore"
"Assassin's Creed Rogue Remastered","PlayStation 4",6.5,150,"MEDIO",2018-03-20,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Tesla vs Lovecraft","PlayStation 4",6.5,16,"MEDIO",2018-03-13,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",0,"userscore"
"Portal Knights","PlayStation 4",6.4,37,"MEDIO",2017-05-23,"Action/Role-Playing/General/Action RPG","Action",0,"userscore"
"The Hong Kong Massacre","PlayStation 4",5.9,36,"MEDIO",2019-01-29,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",1,"userscore"
"Sublevel Zero Redux","PlayStation 4",5.8,6,"MEDIO",2017-03-07,"Simulation/Space/Combat","Simulation",1,"userscore"
"EVE: Valkyrie","PlayStation 4",6.8,65,"MEDIO",2016-10-13,"Action/General/Simulation/Space/Combat","Action",1,"userscore"
"Bendy and the Ink Machine","PlayStation 4",7,27,"MEDIO",2018-11-20,"Adventure/3D/First-Person","Adventure",0,"userscore"
"Volume","PlayStation 4",7,26,"MEDIO",2015-08-18,"Action/Action Adventure/Platformer/Linear/3D","Action",1,"userscore"
"Zombi","PlayStation 4",5.9,210,"MEDIO",2015-08-18,"Action/Action Adventure/Shooter/Survival/First-Person/Arcade","Action",0,"userscore"
